sector_id,sector_name,exchange,symbol,description,type,full_symbol
sector_013,Ações - Petróleo e Gás,BOVESPA,COPH34,BDR ConocoPhillips,Ação,BOVESPA\COPH34
sector_013,Ações - Petróleo e Gás,BOVESPA,CSAN3,Cosan ON,Ação,BOVESPA\CSAN3
sector_013,Ações - Petróleo e Gás,BOVESPA,EXXO34,BDR ExxonMobil,Ação,BOVESPA\EXXO34
sector_013,Ações - Petróleo e Gás,BOVESPA,OIBR3,Oi ON,Ação,BOVESPA\OIBR3
sector_013,Ações - Petróleo e Gás,BOVESPA,OIBR4,Oi PN,Ação,BOVESPA\OIBR4
sector_013,Ações - Petróleo e Gás,BOVESPA,OXYP34,BDR Occidental Petroleum,Ação,BOVESPA\OXYP34
sector_013,Ações - Petróleo e Gás,BOVESPA,PETR3,Petrobras ON,Ação,BOVESPA\PETR3
sector_013,Ações - Petróleo e Gás,BOVESPA,PETR4,Petrobras PN,Ação,BOVESPA\PETR4
sector_013,Ações - Petróleo e Gás,BOVESPA,PRIO3,PetroRio ON,Ação,BOVESPA\PRIO3
sector_013,Ações - Petróleo e Gás,BOVESPA,PRNR3,Panoro Energy ON,Ação,BOVESPA\PRNR3
sector_013,Ações - Petróleo e Gás,BOVESPA,RECV3,Recôncavo ON,Ação,BOVESPA\RECV3
sector_013,Ações - Petróleo e Gás,BOVESPA,RPMG3,Refinaria Manguinhos ON,Ação,BOVESPA\RPMG3
sector_013,Ações - Petróleo e Gás,BOVESPA,SLBG34,BDR Schlumberger,Ação,BOVESPA\SLBG34
sector_013,Ações - Petróleo e Gás,BOVESPA,UGPA3,Ultrapar ON,Ação,BOVESPA\UGPA3
sector_013,Ações - Petróleo e Gás,BOVESPA,VBBR3,Vibra Energia ON,Ação,BOVESPA\VBBR3
sector_014,Ações - Saneamento,BOVESPA,CSMG3,Copasa ON,Ação,BOVESPA\CSMG3
sector_014,Ações - Saneamento,BOVESPA,ENBR3,EDP BR ON,Ação,BOVESPA\ENBR3
sector_014,Ações - Saneamento,BOVESPA,ENGI3,Energisa ON,Ação,BOVESPA\ENGI3
sector_014,Ações - Saneamento,BOVESPA,EQPA3,Equatorial Pará ON,Ação,BOVESPA\EQPA3
sector_014,Ações - Saneamento,BOVESPA,LWSA3,Locaweb/CAGECE ON,Ação,BOVESPA\LWSA3
sector_014,Ações - Saneamento,BOVESPA,SAPR11,Sanepar UNT,Ação,BOVESPA\SAPR11
sector_014,Ações - Saneamento,BOVESPA,SAPR3,Sanepar ON,Ação,BOVESPA\SAPR3
sector_014,Ações - Saneamento,BOVESPA,SAPR4,Sanepar PN,Ação,BOVESPA\SAPR4
sector_014,Ações - Saneamento,BOVESPA,SBSP3,Sabesp ON,Ação,BOVESPA\SBSP3
sector_014,Ações - Saneamento,BOVESPA,SNSY3,Sanepar ON,Ação,BOVESPA\SNSY3
sector_014,Ações - Saneamento,BOVESPA,SNSY5,Sanepar PNA,Ação,BOVESPA\SNSY5
sector_015,Ações - Saúde e Farmácia,BOVESPA,ABBV34,BDR AbbVie,Ação,BOVESPA\ABBV34
sector_015,Ações - Saúde e Farmácia,BOVESPA,AMGN34,BDR Amgen,Ação,BOVESPA\AMGN34
sector_015,Ações - Saúde e Farmácia,BOVESPA,ANIM3,Anima Educação ON,Ação,BOVESPA\ANIM3
sector_015,Ações - Saúde e Farmácia,BOVESPA,BIOM3,Biomm ON,Ação,BOVESPA\BIOM3
sector_015,Ações - Saúde e Farmácia,BOVESPA,BLAU3,Blau Farmacêutica ON,Ação,BOVESPA\BLAU3
sector_015,Ações - Saúde e Farmácia,BOVESPA,COPH34,BDR ConocoPhillips,Ação,BOVESPA\COPH34
sector_015,Ações - Saúde e Farmácia,BOVESPA,DASA3,Diagnósticos América ON,Ação,BOVESPA\DASA3
sector_015,Ações - Saúde e Farmácia,BOVESPA,DEXP3,Dexxos ON,Ação,BOVESPA\DEXP3
sector_015,Ações - Saúde e Farmácia,BOVESPA,FLRY3,Fleury ON,Ação,BOVESPA\FLRY3
sector_015,Ações - Saúde e Farmácia,BOVESPA,HAPV3,Hapvida ON,Ação,BOVESPA\HAPV3
sector_015,Ações - Saúde e Farmácia,BOVESPA,HYPE3,Hypera ON,Ação,BOVESPA\HYPE3
sector_015,Ações - Saúde e Farmácia,BOVESPA,JFEN3,Jalles Machado ON,Ação,BOVESPA\JFEN3
sector_015,Ações - Saúde e Farmácia,BOVESPA,JNJB34,BDR Johnson&Johnson,Ação,BOVESPA\JNJB34
sector_015,Ações - Saúde e Farmácia,BOVESPA,LILY34,BDR Eli Lilly,Ação,BOVESPA\LILY34
sector_015,Ações - Saúde e Farmácia,BOVESPA,MDTC34,BDR Medtronic,Ação,BOVESPA\MDTC34
sector_015,Ações - Saúde e Farmácia,BOVESPA,MGEL4,Marcopolo PN,Ação,BOVESPA\MGEL4
sector_015,Ações - Saúde e Farmácia,BOVESPA,MRCK34,BDR Merck,Ação,BOVESPA\MRCK34
sector_015,Ações - Saúde e Farmácia,BOVESPA,ODPV3,Odontoprev ON,Ação,BOVESPA\ODPV3
sector_015,Ações - Saúde e Farmácia,BOVESPA,OFSA3,Oncoclínicas ON,Ação,BOVESPA\OFSA3
sector_015,Ações - Saúde e Farmácia,BOVESPA,ONCO3,Oncoclinicas ON,Ação,BOVESPA\ONCO3
sector_015,Ações - Saúde e Farmácia,BOVESPA,PFIZ34,BDR Pfizer,Ação,BOVESPA\PFIZ34
sector_015,Ações - Saúde e Farmácia,BOVESPA,PFRM3,Profarma ON,Ação,BOVESPA\PFRM3
sector_015,Ações - Saúde e Farmácia,BOVESPA,PGMN3,Primed ON,Ação,BOVESPA\PGMN3
sector_015,Ações - Saúde e Farmácia,BOVESPA,PNVL3,Panvel ON,Ação,BOVESPA\PNVL3
sector_015,Ações - Saúde e Farmácia,BOVESPA,QUAL3,Qualicorp ON,Ação,BOVESPA\QUAL3
sector_015,Ações - Saúde e Farmácia,BOVESPA,RDOR3,Rede D'Or ON,Ação,BOVESPA\RDOR3
sector_015,Ações - Saúde e Farmácia,BOVESPA,SEER3,Ser Educacional ON,Ação,BOVESPA\SEER3
sector_015,Ações - Saúde e Farmácia,BOVESPA,SIMH3,Simpar ON,Ação,BOVESPA\SIMH3
sector_015,Ações - Saúde e Farmácia,BOVESPA,UNHH34,BDR UnitedHealth,Ação,BOVESPA\UNHH34
sector_016,Ações - Tecnologia,BOVESPA,AAPL34,BDR Apple,Ação,BOVESPA\AAPL34
sector_016,Ações - Tecnologia,BOVESPA,ADBE34,BDR Adobe,Ação,BOVESPA\ADBE34
sector_016,Ações - Tecnologia,BOVESPA,AERI3,Aeri ON,Ação,BOVESPA\AERI3
sector_016,Ações - Tecnologia,BOVESPA,AMZO34,BDR Amazon,Ação,BOVESPA\AMZO34
sector_016,Ações - Tecnologia,BOVESPA,ARML3,Armac ON,Ação,BOVESPA\ARML3
sector_016,Ações - Tecnologia,BOVESPA,ASML34,BDR ASML,Ação,BOVESPA\ASML34
sector_016,Ações - Tecnologia,BOVESPA,AVGO34,BDR Broadcom,Ação,BOVESPA\AVGO34
sector_016,Ações - Tecnologia,BOVESPA,BABA34,BDR Alibaba,Ação,BOVESPA\BABA34
sector_016,Ações - Tecnologia,BOVESPA,BMKS3,Bemobi ON,Ação,BOVESPA\BMKS3
sector_016,Ações - Tecnologia,BOVESPA,BMOB3,Bemobi ON,Ação,BOVESPA\BMOB3
sector_016,Ações - Tecnologia,BOVESPA,COGN3,Cogna ON,Ação,BOVESPA\COGN3
sector_016,Ações - Tecnologia,BOVESPA,COIN11,ETF Coinbase,Ação,BOVESPA\COIN11
sector_016,Ações - Tecnologia,BOVESPA,CSCO34,BDR Cisco,Ação,BOVESPA\CSCO34
sector_016,Ações - Tecnologia,BOVESPA,CSXC34,BDR CSX,Ação,BOVESPA\CSXC34
sector_016,Ações - Tecnologia,BOVESPA,DESK3,Desktop ON,Ação,BOVESPA\DESK3
sector_016,Ações - Tecnologia,BOVESPA,DHER34,BDR Deutsche Hermes,Ação,BOVESPA\DHER34
sector_016,Ações - Tecnologia,BOVESPA,DISB34,BDR Disney,Ação,BOVESPA\DISB34
sector_016,Ações - Tecnologia,BOVESPA,DMVF3,DM Varejista ON,Ação,BOVESPA\DMVF3
sector_016,Ações - Tecnologia,BOVESPA,DOTZ3,Dotz ON,Ação,BOVESPA\DOTZ3
sector_016,Ações - Tecnologia,BOVESPA,EBAY34,BDR eBay,Ação,BOVESPA\EBAY34
sector_016,Ações - Tecnologia,BOVESPA,EQIX34,BDR Equinix,Ação,BOVESPA\EQIX34
sector_016,Ações - Tecnologia,BOVESPA,FICT3,Fict ON,Ação,BOVESPA\FICT3
sector_016,Ações - Tecnologia,BOVESPA,GOGL34,BDR Alphabet A,Ação,BOVESPA\GOGL34
sector_016,Ações - Tecnologia,BOVESPA,GOGL35,BDR Alphabet B,Ação,BOVESPA\GOGL35
sector_016,Ações - Tecnologia,BOVESPA,IFCM3,IFCM ON,Ação,BOVESPA\IFCM3
sector_016,Ações - Tecnologia,BOVESPA,IGTI11,IGTI11 UNT,Ação,BOVESPA\IGTI11
sector_016,Ações - Tecnologia,BOVESPA,IGTI3,IGTI ON,Ação,BOVESPA\IGTI3
sector_016,Ações - Tecnologia,BOVESPA,INTB3,Intelbras ON,Ação,BOVESPA\INTB3
sector_016,Ações - Tecnologia,BOVESPA,INTU34,BDR Intuit,Ação,BOVESPA\INTU34
sector_016,Ações - Tecnologia,BOVESPA,LEVE3,Lever ON,Ação,BOVESPA\LEVE3
sector_016,Ações - Tecnologia,BOVESPA,LWSA3,Locaweb ON,Ação,BOVESPA\LWSA3
sector_016,Ações - Tecnologia,BOVESPA,MELI34,BDR MercadoLibre,Ação,BOVESPA\MELI34
sector_016,Ações - Tecnologia,BOVESPA,MELK3,Méliuz ON,Ação,BOVESPA\MELK3
sector_016,Ações - Tecnologia,BOVESPA,META11,ETF Meta,Ação,BOVESPA\META11
sector_016,Ações - Tecnologia,BOVESPA,MSFT34,BDR Microsoft,Ação,BOVESPA\MSFT34
sector_016,Ações - Tecnologia,BOVESPA,NETE34,BDR Net1 UEPS,Ação,BOVESPA\NETE34
sector_016,Ações - Tecnologia,BOVESPA,NEXP3,Nexpe ON,Ação,BOVESPA\NEXP3
sector_016,Ações - Tecnologia,BOVESPA,NFLX34,BDR Netflix,Ação,BOVESPA\NFLX34
sector_016,Ações - Tecnologia,BOVESPA,NMRH34,BDR Newmarket,Ação,BOVESPA\NMRH34
sector_016,Ações - Tecnologia,BOVESPA,NVDC34,BDR Nvidia,Ação,BOVESPA\NVDC34
sector_016,Ações - Tecnologia,BOVESPA,ORCL34,BDR Oracle,Ação,BOVESPA\ORCL34
sector_016,Ações - Tecnologia,BOVESPA,PDTC3,Produttare ON,Ação,BOVESPA\PDTC3
sector_016,Ações - Tecnologia,BOVESPA,POSI3,Positivo Tecnologia ON,Ação,BOVESPA\POSI3
sector_016,Ações - Tecnologia,BOVESPA,QCOM34,BDR Qualcomm,Ação,BOVESPA\QCOM34
sector_016,Ações - Tecnologia,BOVESPA,RIOT34,BDR Riot,Ação,BOVESPA\RIOT34
sector_016,Ações - Tecnologia,BOVESPA,SAPP34,BDR SAP,Ação,BOVESPA\SAPP34
sector_016,Ações - Tecnologia,BOVESPA,SEQL3,Sequoia ON,Ação,BOVESPA\SEQL3
sector_016,Ações - Tecnologia,BOVESPA,SIMN34,BDR Simon Prop,Ação,BOVESPA\SIMN34
sector_016,Ações - Tecnologia,BOVESPA,SYNE3,Synapsis ON,Ação,BOVESPA\SYNE3
sector_016,Ações - Tecnologia,BOVESPA,TECN3,Tecnosolo ON,Ação,BOVESPA\TECN3
sector_016,Ações - Tecnologia,BOVESPA,TOTS3,Totvs ON,Ação,BOVESPA\TOTS3
sector_016,Ações - Tecnologia,BOVESPA,TSLA34,BDR Tesla,Ação,BOVESPA\TSLA34
sector_016,Ações - Tecnologia,BOVESPA,TSMC34,BDR TSMC,Ação,BOVESPA\TSMC34
sector_016,Ações - Tecnologia,BOVESPA,VVEO3,Vero ON,Ação,BOVESPA\VVEO3
sector_017,Ações - Telecomunicações,BOVESPA,DESK3,Desktop ON,Ação,BOVESPA\DESK3
sector_017,Ações - Telecomunicações,BOVESPA,INTB3,Intelbras ON,Ação,BOVESPA\INTB3
sector_017,Ações - Telecomunicações,BOVESPA,LWSA3,Locaweb ON,Ação,BOVESPA\LWSA3
sector_017,Ações - Telecomunicações,BOVESPA,OIBR3,Oi ON,Ação,BOVESPA\OIBR3
sector_017,Ações - Telecomunicações,BOVESPA,OIBR4,Oi PN,Ação,BOVESPA\OIBR4
sector_017,Ações - Telecomunicações,BOVESPA,TELB3,Telebras ON,Ação,BOVESPA\TELB3
sector_017,Ações - Telecomunicações,BOVESPA,TELB4,Telebras PN,Ação,BOVESPA\TELB4
sector_017,Ações - Telecomunicações,BOVESPA,TIMS3,TIM Brasil ON,Ação,BOVESPA\TIMS3
sector_017,Ações - Telecomunicações,BOVESPA,TTEN3,Três Tentos ON,Ação,BOVESPA\TTEN3
sector_017,Ações - Telecomunicações,BOVESPA,VIVT3,Telefonica Brasil ON,Ação,BOVESPA\VIVT3
sector_017,Ações - Telecomunicações,BOVESPA,VVEO3,Vero ON,Ação,BOVESPA\VVEO3
sector_018,Ações - Transporte e Logística,BOVESPA,ALLD3,Allied ON,Ação,BOVESPA\ALLD3
sector_018,Ações - Transporte e Logística,BOVESPA,AZEV3,Azevedo & Travassos ON,Ação,BOVESPA\AZEV3
sector_018,Ações - Transporte e Logística,BOVESPA,AZEV4,Azevedo & Travassos PN,Ação,BOVESPA\AZEV4
sector_018,Ações - Transporte e Logística,BOVESPA,CSAN3,Cosan ON,Ação,BOVESPA\CSAN3
sector_018,Ações - Transporte e Logística,BOVESPA,FRAS3,Frasle ON,Ação,BOVESPA\FRAS3
sector_018,Ações - Transporte e Logística,BOVESPA,JALL3,JBS ON,Ação,BOVESPA\JALL3
sector_018,Ações - Transporte e Logística,BOVESPA,JSLG3,JSL ON,Ação,BOVESPA\JSLG3
sector_018,Ações - Transporte e Logística,BOVESPA,LOGG3,Log Com ON,Ação,BOVESPA\LOGG3
sector_018,Ações - Transporte e Logística,BOVESPA,MOVI3,Movida ON,Ação,BOVESPA\MOVI3
sector_018,Ações - Transporte e Logística,BOVESPA,PCAR3,GPA ON,Ação,BOVESPA\PCAR3
sector_018,Ações - Transporte e Logística,BOVESPA,PTBL3,Portobello ON,Ação,BOVESPA\PTBL3
sector_018,Ações - Transporte e Logística,BOVESPA,RAIL3,Rumo ON,Ação,BOVESPA\RAIL3
sector_018,Ações - Transporte e Logística,BOVESPA,RENT3,Localiza ON,Ação,BOVESPA\RENT3
sector_018,Ações - Transporte e Logística,BOVESPA,RPAD5,Rodopar PNA,Ação,BOVESPA\RPAD5
sector_018,Ações - Transporte e Logística,BOVESPA,SIMH3,Simpar ON,Ação,BOVESPA\SIMH3
sector_018,Ações - Transporte e Logística,BOVESPA,TCSA3,Tecsa ON,Ação,BOVESPA\TCSA3
sector_018,Ações - Transporte e Logística,BOVESPA,TPIS3,Triunfo ON,Ação,BOVESPA\TPIS3
sector_018,Ações - Transporte e Logística,BOVESPA,UGPA3,Ultrapar ON,Ação,BOVESPA\UGPA3
sector_018,Ações - Transporte e Logística,BOVESPA,VAMO3,Vamos ON,Ação,BOVESPA\VAMO3
sector_018,Ações - Transporte e Logística,BOVESPA,VBBR3,Vibra ON,Ação,BOVESPA\VBBR3
sector_019,Ações - Varejo e Consumo,BOVESPA,ALOS3,Allos ON,Ação,BOVESPA\ALOS3
sector_019,Ações - Varejo e Consumo,BOVESPA,ALPA4,Alpargatas PN,Ação,BOVESPA\ALPA4
sector_019,Ações - Varejo e Consumo,BOVESPA,AMAR3,Amar's ON,Ação,BOVESPA\AMAR3
sector_019,Ações - Varejo e Consumo,BOVESPA,AMER3,Americanas ON,Ação,BOVESPA\AMER3
sector_019,Ações - Varejo e Consumo,BOVESPA,AMZO34,BDR Amazon,Ação,BOVESPA\AMZO34
sector_019,Ações - Varejo e Consumo,BOVESPA,ASAI3,Assaí ON,Ação,BOVESPA\ASAI3
sector_019,Ações - Varejo e Consumo,BOVESPA,BRPR3,BR Properties ON,Ação,BOVESPA\BRPR3
sector_019,Ações - Varejo e Consumo,BOVESPA,CEAB3,C&A ON,Ação,BOVESPA\CEAB3
sector_019,Ações - Varejo e Consumo,BOVESPA,COLG34,BDR Colgate,Ação,BOVESPA\COLG34
sector_019,Ações - Varejo e Consumo,BOVESPA,COWC34,BDR Costco,Ação,BOVESPA\COWC34
sector_019,Ações - Varejo e Consumo,BOVESPA,DISB34,BDR Disney,Ação,BOVESPA\DISB34
sector_019,Ações - Varejo e Consumo,BOVESPA,EBAY34,BDR eBay,Ação,BOVESPA\EBAY34
sector_019,Ações - Varejo e Consumo,BOVESPA,GRND3,Grendene ON,Ação,BOVESPA\GRND3
sector_019,Ações - Varejo e Consumo,BOVESPA,HBSA3,Hering ON,Ação,BOVESPA\HBSA3
sector_019,Ações - Varejo e Consumo,BOVESPA,JHSF3,JHSF ON,Ação,BOVESPA\JHSF3
sector_019,Ações - Varejo e Consumo,BOVESPA,LJQQ3,Livraria Quero-Quero ON,Ação,BOVESPA\LJQQ3
sector_019,Ações - Varejo e Consumo,BOVESPA,LREN3,Lojas Renner ON,Ação,BOVESPA\LREN3
sector_019,Ações - Varejo e Consumo,BOVESPA,MACY34,BDR Macy's,Ação,BOVESPA\MACY34
sector_019,Ações - Varejo e Consumo,BOVESPA,MGLU3,Magazine Luiza ON,Ação,BOVESPA\MGLU3
sector_019,Ações - Varejo e Consumo,BOVESPA,MULT3,Multiplan ON,Ação,BOVESPA\MULT3
sector_019,Ações - Varejo e Consumo,BOVESPA,NATU3,Natura ON,Ação,BOVESPA\NATU3
sector_019,Ações - Varejo e Consumo,BOVESPA,NIKE34,BDR Nike,Ação,BOVESPA\NIKE34
sector_019,Ações - Varejo e Consumo,BOVESPA,PCAR3,Pão de Açúcar ON,Ação,BOVESPA\PCAR3
sector_019,Ações - Varejo e Consumo,BOVESPA,PFRM3,Profarma ON,Ação,BOVESPA\PFRM3
sector_019,Ações - Varejo e Consumo,BOVESPA,PGCO34,BDR Procter&Gamble,Ação,BOVESPA\PGCO34
sector_019,Ações - Varejo e Consumo,BOVESPA,RADL3,Raia Drogasil ON,Ação,BOVESPA\RADL3
sector_019,Ações - Varejo e Consumo,BOVESPA,SBFG3,Grupo Soma ON,Ação,BOVESPA\SBFG3
sector_019,Ações - Varejo e Consumo,BOVESPA,SCAR3,São Carlos ON,Ação,BOVESPA\SCAR3
sector_019,Ações - Varejo e Consumo,BOVESPA,SHOW3,T4F Entretenimento ON,Ação,BOVESPA\SHOW3
sector_019,Ações - Varejo e Consumo,BOVESPA,TFCO4,Teka PN,Ação,BOVESPA\TFCO4
sector_019,Ações - Varejo e Consumo,BOVESPA,VIVA3,Vivara ON,Ação,BOVESPA\VIVA3
sector_019,Ações - Varejo e Consumo,BOVESPA,VLID3,Valid ON,Ação,BOVESPA\VLID3
sector_019,Ações - Varejo e Consumo,BOVESPA,WALM34,BDR Walmart,Ação,BOVESPA\WALM34
sector_020,BDR - Ações Internacionais,BOVESPA,ABBV34,BDR AbbVie,BDR,BOVESPA\ABBV34
sector_020,BDR - Ações Internacionais,BOVESPA,AIRB34,BDR Airbus,BDR,BOVESPA\AIRB34
sector_020,BDR - Ações Internacionais,BOVESPA,AMGN34,BDR Amgen,BDR,BOVESPA\AMGN34
sector_020,BDR - Ações Internacionais,BOVESPA,ARMT34,BDR ArcelorMittal,BDR,BOVESPA\ARMT34
sector_020,BDR - Ações Internacionais,BOVESPA,ASML34,BDR ASML,BDR,BOVESPA\ASML34
sector_020,BDR - Ações Internacionais,BOVESPA,ATTB34,BDR AT&T,BDR,BOVESPA\ATTB34
sector_020,BDR - Ações Internacionais,BOVESPA,BABA34,BDR Alibaba,BDR,BOVESPA\BABA34
sector_020,BDR - Ações Internacionais,BOVESPA,BCSA34,BDR BofA,BDR,BOVESPA\BCSA34
sector_020,BDR - Ações Internacionais,BOVESPA,BIDU34,BDR Baidu,BDR,BOVESPA\BIDU34
sector_020,BDR - Ações Internacionais,BOVESPA,BKNG34,BDR Booking,BDR,BOVESPA\BKNG34
sector_020,BDR - Ações Internacionais,BOVESPA,BLAK34,BDR BlackRock,BDR,BOVESPA\BLAK34
sector_020,BDR - Ações Internacionais,BOVESPA,BOAC34,BDR Boeing,BDR,BOVESPA\BOAC34
sector_020,BDR - Ações Internacionais,BOVESPA,BONY34,BDR BNY Mellon,BDR,BOVESPA\BONY34
sector_020,BDR - Ações Internacionais,BOVESPA,BOXP34,BDR Box,BDR,BOVESPA\BOXP34
sector_020,BDR - Ações Internacionais,BOVESPA,C2OI34,BDR ConocoPhillips,BDR,BOVESPA\C2OI34
sector_020,BDR - Ações Internacionais,BOVESPA,CATP34,BDR Caterpillar,BDR,BOVESPA\CATP34
sector_020,BDR - Ações Internacionais,BOVESPA,COCA34,BDR Coca-Cola,BDR,BOVESPA\COCA34
sector_020,BDR - Ações Internacionais,BOVESPA,COWC34,BDR Costco,BDR,BOVESPA\COWC34
sector_020,BDR - Ações Internacionais,BOVESPA,CSCO34,BDR Cisco,BDR,BOVESPA\CSCO34
sector_020,BDR - Ações Internacionais,BOVESPA,CTGP34,BDR Corteva,BDR,BOVESPA\CTGP34
sector_020,BDR - Ações Internacionais,BOVESPA,DBAG34,BDR Deutsche Bank,BDR,BOVESPA\DBAG34
sector_020,BDR - Ações Internacionais,BOVESPA,DDNB34,BDR DDN,BDR,BOVESPA\DDNB34
sector_020,BDR - Ações Internacionais,BOVESPA,DEEC34,BDR Deere,BDR,BOVESPA\DEEC34
sector_020,BDR - Ações Internacionais,BOVESPA,DEOP34,BDR Dexcom,BDR,BOVESPA\DEOP34
sector_020,BDR - Ações Internacionais,BOVESPA,DGCO34,BDR Diageo,BDR,BOVESPA\DGCO34
sector_020,BDR - Ações Internacionais,BOVESPA,DISB34,BDR Disney,BDR,BOVESPA\DISB34
sector_020,BDR - Ações Internacionais,BOVESPA,DLTR34,BDR Dollar Tree,BDR,BOVESPA\DLTR34
sector_020,BDR - Ações Internacionais,BOVESPA,DUKB34,BDR Duke Energy,BDR,BOVESPA\DUKB34
sector_020,BDR - Ações Internacionais,BOVESPA,EBAY34,BDR eBay,BDR,BOVESPA\EBAY34
sector_020,BDR - Ações Internacionais,BOVESPA,ELCI34,BDR Eli Lilly,BDR,BOVESPA\ELCI34
sector_020,BDR - Ações Internacionais,BOVESPA,EQIX34,BDR Equinix,BDR,BOVESPA\EQIX34
sector_020,BDR - Ações Internacionais,BOVESPA,EXGR34,BDR Exelon,BDR,BOVESPA\EXGR34
sector_020,BDR - Ações Internacionais,BOVESPA,EXXO34,BDR ExxonMobil,BDR,BOVESPA\EXXO34
sector_020,BDR - Ações Internacionais,BOVESPA,FASL34,BDR Faro Tech,BDR,BOVESPA\FASL34
sector_020,BDR - Ações Internacionais,BOVESPA,FCXO34,BDR Freeport,BDR,BOVESPA\FCXO34
sector_020,BDR - Ações Internacionais,BOVESPA,FDMO34,BDR FedEx,BDR,BOVESPA\FDMO34
sector_020,BDR - Ações Internacionais,BOVESPA,FFTD34,BDR FMC,BDR,BOVESPA\FFTD34
sector_020,BDR - Ações Internacionais,BOVESPA,FMSC34,BDR Fastenal,BDR,BOVESPA\FMSC34
sector_020,BDR - Ações Internacionais,BOVESPA,FMXB34,BDR Femsa,BDR,BOVESPA\FMXB34
sector_020,BDR - Ações Internacionais,BOVESPA,FOXC34,BDR Fox Corp,BDR,BOVESPA\FOXC34
sector_020,BDR - Ações Internacionais,BOVESPA,FSLR34,BDR First Solar,BDR,BOVESPA\FSLR34
sector_020,BDR - Ações Internacionais,BOVESPA,GILD34,BDR Gilead,BDR,BOVESPA\GILD34
sector_020,BDR - Ações Internacionais,BOVESPA,GMCO34,BDR GM,BDR,BOVESPA\GMCO34
sector_020,BDR - Ações Internacionais,BOVESPA,HOME34,BDR Home Depot,BDR,BOVESPA\HOME34
sector_020,BDR - Ações Internacionais,BOVESPA,HONB34,BDR Honeywell,BDR,BOVESPA\HONB34
sector_020,BDR - Ações Internacionais,BOVESPA,HOND34,BDR Honda,BDR,BOVESPA\HOND34
sector_020,BDR - Ações Internacionais,BOVESPA,INTU34,BDR Intuit,BDR,BOVESPA\INTU34
sector_020,BDR - Ações Internacionais,BOVESPA,JNJB34,BDR J&J,BDR,BOVESPA\JNJB34
sector_020,BDR - Ações Internacionais,BOVESPA,JPMC34,BDR JPMorgan,BDR,BOVESPA\JPMC34
sector_020,BDR - Ações Internacionais,BOVESPA,K2CG34,BDR KLA Corp,BDR,BOVESPA\K2CG34
sector_020,BDR - Ações Internacionais,BOVESPA,LILY34,BDR Eli Lilly,BDR,BOVESPA\LILY34
sector_020,BDR - Ações Internacionais,BOVESPA,LOWC34,BDR Lowe's,BDR,BOVESPA\LOWC34
sector_020,BDR - Ações Internacionais,BOVESPA,MDTC34,BDR Medtronic,BDR,BOVESPA\MDTC34
sector_020,BDR - Ações Internacionais,BOVESPA,MELI34,BDR MercadoLibre,BDR,BOVESPA\MELI34
sector_020,BDR - Ações Internacionais,BOVESPA,MKLC34,BDR Markel,BDR,BOVESPA\MKLC34
sector_020,BDR - Ações Internacionais,BOVESPA,MRCK34,BDR Merck,BDR,BOVESPA\MRCK34
sector_020,BDR - Ações Internacionais,BOVESPA,MSFT34,BDR Microsoft,BDR,BOVESPA\MSFT34
sector_020,BDR - Ações Internacionais,BOVESPA,MUTC34,BDR Molson Coors,BDR,BOVESPA\MUTC34
sector_020,BDR - Ações Internacionais,BOVESPA,NEXT34,BDR NEXT,BDR,BOVESPA\NEXT34
sector_020,BDR - Ações Internacionais,BOVESPA,NFLX34,BDR Netflix,BDR,BOVESPA\NFLX34
sector_020,BDR - Ações Internacionais,BOVESPA,NIKE34,BDR Nike,BDR,BOVESPA\NIKE34
sector_020,BDR - Ações Internacionais,BOVESPA,NOKI34,BDR Nokia,BDR,BOVESPA\NOKI34
sector_020,BDR - Ações Internacionais,BOVESPA,NVDC34,BDR Nvidia,BDR,BOVESPA\NVDC34
sector_020,BDR - Ações Internacionais,BOVESPA,ORCL34,BDR Oracle,BDR,BOVESPA\ORCL34
sector_020,BDR - Ações Internacionais,BOVESPA,ORLY34,BDR O'Reilly Auto,BDR,BOVESPA\ORLY34
sector_020,BDR - Ações Internacionais,BOVESPA,PAGS34,BDR PagSeguro,BDR,BOVESPA\PAGS34
sector_020,BDR - Ações Internacionais,BOVESPA,PEPB34,BDR PepsiCo,BDR,BOVESPA\PEPB34
sector_020,BDR - Ações Internacionais,BOVESPA,PFIZ34,BDR Pfizer,BDR,BOVESPA\PFIZ34
sector_020,BDR - Ações Internacionais,BOVESPA,PGCO34,BDR P&G,BDR,BOVESPA\PGCO34
sector_020,BDR - Ações Internacionais,BOVESPA,PYPL34,BDR PayPal,BDR,BOVESPA\PYPL34
sector_020,BDR - Ações Internacionais,BOVESPA,QCOM34,BDR Qualcomm,BDR,BOVESPA\QCOM34
sector_020,BDR - Ações Internacionais,BOVESPA,REGN34,BDR Regeneron,BDR,BOVESPA\REGN34
sector_020,BDR - Ações Internacionais,BOVESPA,RIOT34,BDR Riot,BDR,BOVESPA\RIOT34
sector_020,BDR - Ações Internacionais,BOVESPA,ROST34,BDR Ross Stores,BDR,BOVESPA\ROST34
sector_020,BDR - Ações Internacionais,BOVESPA,ROXO34,BDR PaySign,BDR,BOVESPA\ROXO34
sector_020,BDR - Ações Internacionais,BOVESPA,RYTT34,BDR Roper Tech,BDR,BOVESPA\RYTT34
sector_020,BDR - Ações Internacionais,BOVESPA,SAPP34,BDR SAP,BDR,BOVESPA\SAPP34
